age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,order_month,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
21.0,4.7,windy,low,1,buffet,scooter,0.0,no,metropolitian,11,2,0,15.0,morning,,
25.0,4.8,fog,jam,1,drinks,scooter,1.0,no,metropolitian,38,3,1,10.0,night,13.787860239172547,long
31.0,4.8,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,27,2,0,5.0,night,7.720324413179964,medium
34.0,4.8,cloudy,jam,2,buffet,motorcycle,1.0,no,metropolitian,42,3,1,15.0,evening,16.852444613264275,very_long
23.0,4.9,windy,jam,2,buffet,scooter,1.0,no,metropolitian,17,3,0,15.0,evening,16.384502397510182,very_long
,,,,3,drinks,scooter,0.0,no,metropolitian,31,3,0,,,19.975696041451314,very_long
30.0,4.7,sunny,jam,1,buffet,scooter,1.0,no,metropolitian,19,3,0,10.0,night,,
26.0,5.0,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,21,3,0,5.0,night,17.137487720369517,very_long
33.0,4.6,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,30,4,1,15.0,evening,9.220550607824233,medium
23.0,4.7,windy,medium,1,drinks,scooter,1.0,no,metropolitian,27,2,0,10.0,afternoon,6.242662015576883,medium
36.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,20,3,0,10.0,morning,1.5581570033504795,short
30.0,4.6,cloudy,low,1,drinks,motorcycle,1.0,no,metropolitian,16,3,1,15.0,night,7.601385733164932,medium
23.0,4.8,sandstorms,medium,0,drinks,motorcycle,0.0,no,urban,10,3,0,10.0,afternoon,,
34.0,4.6,windy,jam,1,snack,motorcycle,0.0,no,metropolitian,29,3,0,10.0,evening,4.663566689152146,short
34.0,4.4,sandstorms,medium,1,snack,motorcycle,1.0,no,metropolitian,32,3,1,10.0,evening,9.193373039577208,medium
24.0,4.6,sunny,jam,1,drinks,motorcycle,0.0,,urban,11,4,0,10.0,evening,9.326602961232513,medium
,,windy,jam,1,snack,motorcycle,2.0,no,metropolitian,42,3,0,,,12.09937442336077,long
26.0,4.9,sunny,medium,0,drinks,motorcycle,1.0,no,urban,19,4,1,5.0,evening,12.161642370389037,long
39.0,4.5,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,23,3,0,5.0,evening,7.7725232004434295,medium
31.0,4.3,sandstorms,jam,0,meal,motorcycle,1.0,no,semi-urban,49,3,0,15.0,evening,12.421212735966003,long
27.0,4.6,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,27,3,1,15.0,evening,19.974363119323215,very_long
,,stormy,low,2,drinks,motorcycle,0.0,no,urban,11,3,0,,,1.509439424217718,short
38.0,5.0,fog,low,0,meal,motorcycle,1.0,no,urban,24,3,0,10.0,night,9.192686206949302,medium
29.0,4.8,cloudy,low,0,snack,motorcycle,1.0,no,urban,23,3,0,15.0,night,10.724189700859583,long
21.0,4.8,windy,medium,2,snack,electric_scooter,1.0,no,metropolitian,21,3,0,15.0,evening,9.075521306663484,medium
23.0,4.6,sandstorms,jam,1,snack,motorcycle,0.0,no,metropolitian,26,4,1,15.0,night,13.582342704260105,long
36.0,4.7,fog,low,1,drinks,scooter,1.0,no,metropolitian,18,2,1,10.0,night,9.15767304259452,medium
28.0,4.5,sandstorms,jam,1,meal,motorcycle,0.0,no,metropolitian,26,3,0,15.0,night,7.772282029629311,medium
22.0,5.0,sandstorms,high,0,snack,motorcycle,1.0,no,metropolitian,26,3,0,15.0,morning,6.210607623190057,medium
20.0,4.5,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,24,3,0,10.0,evening,9.175193844437826,medium
25.0,4.6,sandstorms,low,2,drinks,electric_scooter,1.0,no,metropolitian,15,3,0,5.0,,13.406000552536867,long
34.0,4.2,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,43,3,0,10.0,night,13.830206237242956,long
21.0,4.9,sandstorms,low,1,snack,scooter,0.0,no,,12,3,0,15.0,night,12.43553817483687,long
30.0,5.0,sandstorms,medium,2,drinks,scooter,1.0,no,metropolitian,31,3,0,5.0,afternoon,5.959018323622379,medium
,,cloudy,high,0,meal,motorcycle,1.0,no,metropolitian,29,2,1,,,6.040041980294026,medium
29.0,4.6,sandstorms,jam,0,snack,motorcycle,2.0,no,metropolitian,39,3,0,15.0,evening,4.657672650623545,short
20.0,4.6,stormy,low,1,meal,motorcycle,0.0,no,urban,17,3,1,15.0,night,10.88036428627722,long
21.0,4.0,fog,jam,2,buffet,scooter,1.0,yes,urban,41,4,0,10.0,evening,13.631449198481711,long
21.0,4.9,sunny,low,1,buffet,scooter,1.0,no,urban,16,3,1,5.0,night,,
27.0,5.0,cloudy,high,1,drinks,scooter,1.0,no,urban,25,3,1,5.0,morning,,
30.0,4.5,fog,low,1,drinks,scooter,1.0,no,metropolitian,18,4,0,10.0,night,4.537640130462668,short
37.0,5.0,sunny,low,1,meal,motorcycle,,no,metropolitian,12,3,0,5.0,morning,3.1161272207711526,short
24.0,5.0,sunny,medium,0,snack,motorcycle,0.0,no,urban,18,4,0,5.0,afternoon,5.962202685727718,medium
26.0,4.7,fog,jam,2,meal,scooter,1.0,no,metropolitian,35,3,1,10.0,evening,13.405500819756533,long
32.0,4.8,cloudy,low,1,snack,scooter,0.0,no,urban,25,4,0,15.0,night,16.659838319169715,very_long
34.0,5.0,fog,low,2,buffet,scooter,1.0,no,metropolitian,19,3,0,15.0,morning,1.5297989528631668,short
,,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,34,3,1,,,4.596336792438924,short
21.0,4.9,stormy,jam,1,snack,motorcycle,0.0,no,urban,11,4,1,10.0,evening,4.470286489434607,short
22.0,4.8,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,30,3,0,10.0,evening,10.75638385340382,long
25.0,4.9,stormy,low,2,drinks,scooter,0.0,no,metropolitian,11,3,0,5.0,night,10.586910515510665,long
27.0,5.0,fog,medium,1,snack,motorcycle,1.0,no,metropolitian,17,3,1,15.0,afternoon,6.232380002107721,medium
29.0,4.8,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,42,3,0,10.0,night,10.865464603780389,long
37.0,5.0,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,20,4,0,15.0,night,,
33.0,4.2,stormy,high,0,drinks,motorcycle,1.0,no,metropolitian,37,3,0,5.0,morning,3.0736336615831137,short
24.0,4.8,stormy,high,0,meal,motorcycle,0.0,no,urban,24,2,0,10.0,morning,1.4883285022949022,short
33.0,5.0,cloudy,low,1,snack,motorcycle,0.0,no,urban,28,3,0,5.0,night,13.972194586930332,long
35.0,4.6,fog,jam,2,snack,scooter,1.0,no,metropolitian,30,4,1,5.0,evening,4.67432400638191,short
33.0,4.1,sandstorms,medium,2,meal,motorcycle,0.0,no,metropolitian,31,3,1,10.0,evening,7.66052012420465,medium
37.0,4.1,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,36,3,0,10.0,morning,3.0734222587643045,short
35.0,4.6,stormy,jam,2,meal,motorcycle,1.0,no,metropolitian,25,3,1,10.0,evening,13.989249784535353,long
37.0,3.5,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,32,3,0,5.0,night,13.82927367256702,long
23.0,4.5,sandstorms,jam,0,drinks,motorcycle,0.0,no,metropolitian,28,3,1,15.0,night,19.76237198367898,very_long
39.0,5.0,stormy,low,1,meal,motorcycle,1.0,no,metropolitian,25,3,0,15.0,morning,1.558137239175215,short
26.0,4.7,sandstorms,medium,0,drinks,motorcycle,2.0,no,metropolitian,38,2,0,10.0,afternoon,10.594379693652364,long
30.0,4.4,windy,high,0,snack,motorcycle,3.0,no,metropolitian,45,3,0,5.0,afternoon,6.128249797982013,medium
,,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,28,2,1,,,8.811936584866032,medium
26.0,4.5,sandstorms,jam,1,drinks,scooter,,no,urban,16,3,0,5.0,evening,12.074047498027575,long
34.0,4.8,stormy,high,2,snack,scooter,1.0,no,metropolitian,29,3,0,15.0,afternoon,6.232180611484166,medium
32.0,3.6,windy,jam,2,snack,scooter,2.0,no,metropolitian,37,3,1,10.0,evening,13.830329612968956,long
27.0,4.5,sunny,medium,0,meal,motorcycle,1.0,no,urban,23,3,1,15.0,evening,13.58308621493501,long
38.0,4.2,sandstorms,high,1,meal,motorcycle,2.0,no,metropolitian,33,4,0,15.0,morning,3.108983787513406,short
38.0,4.3,sandstorms,medium,0,drinks,motorcycle,2.0,no,metropolitian,36,2,0,15.0,afternoon,7.440983364732026,medium
34.0,4.1,cloudy,jam,2,buffet,motorcycle,1.0,no,metropolitian,41,2,0,5.0,evening,17.16480681711441,very_long
32.0,4.7,windy,jam,0,drinks,motorcycle,1.0,no,metropolitian,52,3,0,15.0,evening,10.427571382480686,long
26.0,4.9,stormy,medium,2,drinks,scooter,0.0,no,metropolitian,18,3,1,5.0,afternoon,19.688340311678566,very_long
21.0,4.7,sandstorms,low,2,meal,scooter,1.0,no,urban,18,4,1,15.0,morning,3.105133735234752,short
,,,,3,drinks,scooter,1.0,no,urban,10,3,0,,,19.659792615101523,very_long
39.0,4.7,windy,high,2,drinks,electric_scooter,0.0,no,urban,28,3,0,10.0,afternoon,6.2323920207909005,medium
26.0,4.9,windy,jam,2,snack,scooter,1.0,no,metropolitian,28,2,0,5.0,evening,,
30.0,4.7,windy,jam,1,drinks,scooter,0.0,no,urban,27,3,0,10.0,night,7.648690101362526,medium
39.0,5.0,sunny,low,1,buffet,scooter,0.0,no,metropolitian,16,3,1,5.0,morning,3.040665363317611,short
23.0,4.9,sandstorms,low,1,drinks,motorcycle,0.0,no,metropolitian,10,3,0,15.0,morning,1.5527001159059903,short
38.0,4.5,fog,medium,2,snack,electric_scooter,1.0,no,metropolitian,15,4,1,10.0,evening,9.193093962702912,medium
27.0,4.7,windy,jam,1,buffet,motorcycle,1.0,no,urban,22,4,1,10.0,night,7.761284984440735,medium
35.0,4.9,cloudy,medium,2,meal,electric_scooter,0.0,no,metropolitian,16,3,0,10.0,afternoon,9.055361318453961,medium
21.0,5.0,sandstorms,jam,1,buffet,scooter,0.0,no,metropolitian,27,4,0,5.0,night,17.076407856166536,very_long
39.0,4.3,cloudy,high,1,buffet,scooter,1.0,no,metropolitian,31,4,1,5.0,morning,3.0645104714747093,short
36.0,5.0,sunny,low,1,buffet,scooter,0.0,no,metropolitian,14,3,0,10.0,morning,3.01871690507141,short
38.0,4.3,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,28,3,0,15.0,night,7.546876906900249,medium
,,windy,high,2,buffet,scooter,0.0,no,metropolitian,11,3,1,,,6.210045163136143,medium
22.0,4.1,sandstorms,low,0,snack,motorcycle,0.0,no,metropolitian,22,3,0,10.0,,4.657579589646204,short
26.0,4.8,sandstorms,jam,2,drinks,scooter,0.0,no,metropolitian,27,3,0,10.0,evening,16.901828274275406,very_long
31.0,3.6,sandstorms,jam,2,meal,electric_scooter,1.0,no,metropolitian,31,3,0,10.0,evening,20.253584375809147,very_long
37.0,4.8,cloudy,low,1,snack,scooter,1.0,no,urban,15,3,0,15.0,morning,3.058924545938562,short
26.0,4.7,sandstorms,medium,1,buffet,scooter,1.0,no,urban,28,3,1,5.0,evening,17.077999100718277,very_long
22.0,4.6,stormy,high,0,drinks,motorcycle,1.0,no,metropolitian,28,4,0,15.0,afternoon,6.147383751705428,medium
23.0,4.6,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,29,3,0,10.0,evening,10.427235657896496,long
33.0,4.3,windy,medium,0,meal,motorcycle,0.0,no,metropolitian,38,3,0,15.0,afternoon,10.641157729337541,long
34.0,5.0,sunny,jam,0,buffet,motorcycle,1.0,no,urban,27,3,0,15.0,evening,20.857115324129595,very_long
24.0,4.3,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,34,3,0,15.0,evening,12.464329547626278,long
,,sandstorms,low,0,meal,motorcycle,1.0,no,,23,3,0,,,,
22.0,4.6,windy,medium,1,buffet,motorcycle,1.0,no,,21,3,1,10.0,evening,,
23.0,4.9,windy,low,2,buffet,scooter,0.0,no,metropolitian,13,2,0,15.0,morning,2.976589528426669,short
35.0,4.8,windy,medium,0,drinks,motorcycle,3.0,no,metropolitian,49,3,0,10.0,evening,16.659890497111146,very_long
30.0,4.4,cloudy,medium,2,meal,electric_scooter,2.0,no,metropolitian,42,2,0,15.0,evening,10.417023783379614,long
25.0,4.7,sandstorms,jam,2,buffet,scooter,1.0,no,metropolitian,19,3,0,15.0,evening,10.867908640310418,long
21.0,5.0,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,20,2,0,15.0,afternoon,7.4612067183309865,medium
27.0,4.9,cloudy,medium,1,snack,motorcycle,0.0,no,urban,15,2,0,10.0,afternoon,,
30.0,4.9,cloudy,jam,0,buffet,motorcycle,3.0,yes,metropolitian,46,2,0,15.0,evening,16.608314041982883,very_long
23.0,4.9,stormy,low,1,snack,scooter,0.0,no,urban,17,2,0,15.0,morning,1.513767561788863,short
38.0,4.7,windy,jam,1,meal,scooter,1.0,no,metropolitian,33,2,0,5.0,evening,7.550435657300377,medium
30.0,3.8,stormy,jam,2,snack,motorcycle,1.0,no,urban,40,3,0,10.0,evening,16.720678992752937,very_long
20.0,4.7,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,16,2,1,10.0,afternoon,19.042551215053887,very_long
31.0,4.9,stormy,low,2,drinks,scooter,1.0,no,metropolitian,23,4,0,15.0,night,12.101403911098705,long
36.0,4.6,windy,low,1,meal,motorcycle,1.0,no,metropolitian,22,3,0,10.0,night,12.42075005031367,long
33.0,4.3,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,41,2,0,15.0,evening,10.570353220161351,long
36.0,5.0,fog,medium,0,meal,motorcycle,1.0,no,urban,34,3,0,15.0,evening,7.762500242365753,medium
34.0,4.6,stormy,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,3,1,5.0,evening,11.923472540743209,long
39.0,4.9,fog,low,1,buffet,scooter,1.0,no,metropolitian,26,3,0,10.0,night,13.77113289483828,long
22.0,4.6,windy,jam,2,snack,scooter,1.0,no,metropolitian,27,2,0,10.0,night,10.807355603128329,long
23.0,4.8,stormy,low,2,buffet,motorcycle,1.0,no,metropolitian,18,3,0,15.0,night,13.405500819756533,long
31.0,4.8,stormy,low,1,buffet,motorcycle,0.0,no,,20,3,0,15.0,morning,1.5125686168842198,short
29.0,4.6,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,22,2,0,10.0,evening,,
34.0,4.8,stormy,low,1,meal,scooter,1.0,no,metropolitian,24,2,0,5.0,night,19.67143272567644,very_long
23.0,4.7,fog,medium,2,drinks,scooter,1.0,no,,33,3,1,10.0,afternoon,10.868667520702992,long
29.0,4.2,sunny,jam,0,snack,motorcycle,2.0,no,metropolitian,54,3,0,5.0,night,4.5279170129511765,short
23.0,4.8,fog,low,1,snack,motorcycle,1.0,no,metropolitian,17,3,0,10.0,night,4.588360239493078,short
24.0,5.0,fog,low,0,drinks,motorcycle,0.0,no,metropolitian,21,3,0,15.0,,17.098467518755893,very_long
39.0,4.5,sunny,jam,2,meal,scooter,1.0,no,metropolitian,27,3,0,5.0,evening,10.725127399399225,long
31.0,4.9,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,31,3,0,15.0,evening,19.659494006263994,very_long
27.0,4.2,sandstorms,jam,0,meal,motorcycle,,no,metropolitian,33,3,0,10.0,evening,16.722548420715,very_long
35.0,4.6,windy,jam,0,drinks,motorcycle,0.0,no,metropolitian,42,2,0,10.0,night,,
25.0,4.6,cloudy,low,1,buffet,scooter,1.0,no,urban,15,3,0,15.0,morning,1.5524082366562466,short
34.0,5.0,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,20,3,1,15.0,night,20.85333460818602,very_long
29.0,4.8,fog,low,1,drinks,scooter,1.0,no,metropolitian,21,3,1,15.0,night,10.642185462082772,long
33.0,4.0,stormy,jam,0,snack,motorcycle,1.0,no,metropolitian,35,3,0,15.0,evening,19.61865601365971,very_long
30.0,4.9,fog,low,0,buffet,motorcycle,2.0,no,metropolitian,42,3,0,5.0,night,20.20658151050797,very_long
39.0,4.6,fog,low,0,meal,motorcycle,0.0,no,metropolitian,27,3,0,10.0,morning,1.552697443893239,short
35.0,4.5,cloudy,medium,1,drinks,scooter,0.0,no,urban,17,3,0,5.0,afternoon,6.232177403679017,medium
38.0,4.1,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,34,2,0,10.0,morning,1.5264010396842367,short
28.0,5.0,fog,low,2,meal,motorcycle,1.0,no,metropolitian,29,3,1,10.0,night,19.975632175541914,very_long
31.0,4.5,sandstorms,medium,0,buffet,motorcycle,0.0,no,urban,27,3,1,5.0,afternoon,6.147073151032162,medium
34.0,4.4,stormy,jam,1,buffet,scooter,1.0,no,metropolitian,43,2,0,5.0,night,20.887815554987384,very_long
31.0,4.9,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,47,3,0,15.0,evening,19.91431676645955,very_long
35.0,4.0,windy,jam,0,drinks,motorcycle,2.0,no,urban,40,4,1,10.0,evening,9.326872529115304,medium
21.0,4.0,fog,jam,1,meal,motorcycle,0.0,no,metropolitian,35,3,0,10.0,evening,,
37.0,4.3,fog,jam,2,buffet,scooter,2.0,no,metropolitian,35,3,0,15.0,night,9.313021564639982,medium
34.0,4.7,cloudy,low,0,snack,motorcycle,0.0,no,metropolitian,22,3,1,15.0,night,4.6105980334862275,short
22.0,4.9,windy,medium,2,buffet,scooter,1.0,no,urban,26,3,0,15.0,afternoon,6.21800234869445,medium
31.0,4.6,windy,medium,1,snack,motorcycle,1.0,no,metropolitian,26,4,1,5.0,afternoon,16.381598593369365,very_long
25.0,4.9,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,26,3,1,10.0,evening,7.6608956642418224,medium
26.0,4.6,stormy,high,2,drinks,electric_scooter,1.0,no,,25,3,1,15.0,morning,3.0187008024382194,short
31.0,4.7,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,39,3,0,5.0,afternoon,16.852444613264275,very_long
24.0,5.0,fog,low,1,snack,motorcycle,0.0,no,metropolitian,20,3,0,15.0,night,19.661310204458474,very_long
36.0,4.5,cloudy,medium,0,snack,motorcycle,1.0,yes,urban,47,2,0,15.0,evening,,
32.0,4.4,sandstorms,medium,1,meal,scooter,0.0,no,metropolitian,31,2,0,10.0,evening,,
34.0,4.6,sunny,low,1,snack,scooter,1.0,no,urban,23,3,0,15.0,,19.915547551520536,very_long
36.0,4.8,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,27,4,1,15.0,night,7.5735286916855555,medium
37.0,4.8,sunny,high,0,snack,motorcycle,1.0,no,metropolitian,27,3,0,5.0,afternoon,6.051989448511275,medium
29.0,4.9,sunny,jam,1,drinks,scooter,1.0,no,urban,19,3,0,15.0,evening,12.419632405531052,long
21.0,4.8,cloudy,jam,2,snack,motorcycle,2.0,no,metropolitian,36,3,0,10.0,evening,19.614735355629914,very_long
24.0,4.6,sandstorms,low,1,meal,scooter,1.0,no,metropolitian,18,3,0,15.0,night,13.788282220013778,long
36.0,4.8,windy,low,2,snack,scooter,1.0,no,metropolitian,22,3,1,15.0,morning,1.5092307910796248,short
21.0,4.6,sandstorms,jam,2,buffet,scooter,0.0,no,metropolitian,24,3,0,10.0,evening,,
31.0,4.6,fog,low,1,snack,scooter,1.0,no,metropolitian,26,3,1,5.0,night,16.635629218678122,very_long
24.0,4.0,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,27,3,1,15.0,morning,1.4897995018082963,short
33.0,4.8,sunny,jam,1,drinks,motorcycle,1.0,no,urban,30,2,1,15.0,evening,10.485887497043207,long
21.0,4.9,cloudy,low,2,snack,electric_scooter,1.0,no,metropolitian,28,4,0,10.0,night,16.721971571134954,very_long
39.0,4.1,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,34,3,1,15.0,afternoon,9.087980108212484,medium
29.0,4.8,sandstorms,medium,1,snack,scooter,1.0,no,metropolitian,25,3,1,15.0,evening,12.116895848186626,long
39.0,4.8,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,30,3,0,10.0,evening,4.596576884051942,short
30.0,4.4,fog,jam,2,snack,scooter,2.0,no,metropolitian,37,2,1,10.0,evening,,
24.0,4.6,sandstorms,jam,2,meal,motorcycle,0.0,no,metropolitian,19,3,1,10.0,night,13.612594236925657,long
20.0,4.8,stormy,high,0,snack,motorcycle,,no,metropolitian,27,2,1,15.0,morning,2.9372227514154003,short
31.0,4.8,cloudy,low,2,snack,scooter,1.0,no,metropolitian,19,2,0,5.0,night,4.631778694091427,short
39.0,5.0,stormy,jam,2,buffet,scooter,1.0,no,metropolitian,25,3,0,5.0,evening,10.880951367269885,long
36.0,4.7,sunny,jam,1,meal,motorcycle,1.0,no,metropolitian,20,2,0,10.0,evening,8.790360138254623,medium
35.0,4.6,windy,low,2,meal,scooter,0.0,no,metropolitian,24,2,1,10.0,night,19.47103626702417,very_long
33.0,4.1,cloudy,medium,2,drinks,scooter,1.0,no,metropolitian,43,4,0,5.0,evening,,
35.0,4.6,sunny,medium,1,buffet,motorcycle,1.0,no,urban,18,3,0,5.0,afternoon,13.972751063504559,long
23.0,4.7,fog,low,2,snack,motorcycle,1.0,no,metropolitian,20,3,1,10.0,night,13.788169484007305,long
28.0,4.6,windy,jam,1,snack,scooter,0.0,no,metropolitian,19,3,0,10.0,evening,19.974200402690443,very_long
25.0,5.0,sunny,jam,2,snack,scooter,1.0,no,metropolitian,22,3,0,10.0,night,12.418394742110447,long
37.0,4.7,sunny,high,1,meal,scooter,1.0,no,metropolitian,24,3,0,15.0,afternoon,6.081591883831901,medium
28.0,4.9,fog,jam,2,buffet,scooter,1.0,no,urban,38,3,1,5.0,evening,,
26.0,4.7,sunny,medium,1,meal,scooter,1.0,no,urban,11,3,1,5.0,evening,10.865084189986677,long
22.0,4.8,sandstorms,medium,0,meal,motorcycle,2.0,no,urban,38,3,0,15.0,evening,12.161642370389037,long
36.0,4.6,cloudy,low,1,meal,motorcycle,1.0,no,metropolitian,17,3,1,15.0,morning,3.108983787513406,short
34.0,4.0,cloudy,jam,2,meal,motorcycle,1.0,no,metropolitian,40,3,0,10.0,evening,16.65990378949706,very_long
24.0,4.9,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,23,3,0,15.0,afternoon,10.586817607222981,long
38.0,4.8,stormy,jam,1,drinks,scooter,,no,metropolitian,29,4,0,5.0,night,4.537513326842717,short
21.0,4.9,sunny,low,2,drinks,electric_scooter,0.0,no,metropolitian,22,3,0,15.0,night,7.763485791200292,medium
23.0,4.3,cloudy,medium,2,snack,scooter,1.0,no,urban,35,3,0,5.0,afternoon,16.852834881460105,very_long
36.0,5.0,stormy,jam,0,snack,motorcycle,2.0,yes,metropolitian,51,4,0,5.0,night,13.611254468563875,long
36.0,4.6,sandstorms,high,1,buffet,motorcycle,0.0,no,metropolitian,30,3,0,10.0,morning,1.554619810773694,short
20.0,4.5,stormy,jam,2,meal,scooter,0.0,no,metropolitian,25,4,0,15.0,evening,13.82977049957229,long
25.0,4.8,cloudy,low,1,meal,scooter,1.0,no,metropolitian,10,3,1,5.0,morning,1.5125562753617192,short
33.0,4.7,fog,jam,0,buffet,motorcycle,3.0,yes,metropolitian,52,3,0,15.0,evening,10.641042055468692,long
28.0,5.0,cloudy,low,1,drinks,motorcycle,1.0,no,urban,13,3,0,10.0,morning,1.5094642591450969,short
27.0,4.8,cloudy,medium,2,buffet,scooter,1.0,no,metropolitian,31,3,0,10.0,evening,13.973142050149699,long
20.0,4.6,sunny,high,1,snack,motorcycle,1.0,no,urban,14,3,0,5.0,afternoon,6.218305855614172,medium
36.0,4.7,windy,jam,0,drinks,motorcycle,2.0,no,metropolitian,36,4,1,5.0,evening,9.314419797615273,medium
35.0,5.0,cloudy,jam,0,meal,motorcycle,0.0,yes,metropolitian,44,4,0,15.0,evening,10.723264172167632,long
32.0,4.8,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,20,3,0,15.0,night,13.97317756157655,long
23.0,4.7,cloudy,low,2,buffet,electric_scooter,0.0,no,metropolitian,22,3,0,15.0,night,12.417907729746302,long
33.0,4.7,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,21,3,0,15.0,night,9.348112475389563,medium
,,sandstorms,low,2,snack,motorcycle,1.0,no,metropolitian,27,4,1,,,19.761110067714096,very_long
25.0,2.5,sunny,low,2,meal,scooter,0.0,no,metropolitian,35,3,0,10.0,night,20.851598740135785,very_long
32.0,4.1,stormy,high,0,meal,motorcycle,1.0,no,metropolitian,32,3,0,10.0,afternoon,6.208989450210038,medium
35.0,4.9,windy,medium,2,drinks,motorcycle,1.0,no,metropolitian,20,4,1,15.0,evening,19.61865601365971,very_long
33.0,4.1,stormy,high,2,meal,scooter,1.0,no,metropolitian,31,3,1,15.0,morning,2.979410112022739,short
28.0,4.7,windy,low,2,snack,motorcycle,1.0,no,metropolitian,19,4,0,15.0,night,4.528162065607132,short
34.0,4.5,cloudy,low,1,buffet,scooter,1.0,no,urban,31,4,0,15.0,night,10.641103649666686,long
30.0,4.4,windy,jam,1,meal,scooter,0.0,no,metropolitian,36,3,0,5.0,night,10.707286388618611,long
32.0,4.7,sunny,high,1,snack,motorcycle,0.0,no,metropolitian,20,3,1,15.0,morning,3.0732024062611822,short
36.0,4.4,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,38,3,0,5.0,afternoon,10.90598905626876,long
33.0,4.9,sunny,jam,2,drinks,electric_scooter,0.0,no,metropolitian,22,3,1,10.0,night,7.573225613488764,medium
37.0,4.6,fog,jam,2,drinks,scooter,1.0,no,metropolitian,32,3,1,10.0,evening,4.5967456266495255,short
32.0,4.6,cloudy,jam,2,buffet,scooter,0.0,no,metropolitian,43,3,1,5.0,night,13.78666969363518,long
28.0,4.7,sandstorms,low,2,meal,scooter,1.0,no,metropolitian,15,3,0,15.0,night,12.42075005031367,long
33.0,4.7,fog,jam,0,snack,motorcycle,2.0,yes,metropolitian,48,3,0,5.0,night,17.073813051007523,very_long
36.0,4.8,stormy,high,1,drinks,scooter,1.0,no,metropolitian,28,3,0,15.0,morning,3.0189069957366157,short
33.0,4.1,stormy,jam,0,buffet,motorcycle,0.0,no,metropolitian,39,3,1,15.0,evening,7.546876906900249,medium
39.0,4.5,sunny,jam,1,drinks,motorcycle,0.0,no,metropolitian,34,3,1,15.0,evening,17.076712975302453,very_long
25.0,4.6,stormy,medium,2,snack,electric_scooter,0.0,no,metropolitian,18,3,0,10.0,afternoon,10.865675782880029,long
37.0,4.8,sandstorms,low,1,meal,motorcycle,1.0,no,metropolitian,19,4,0,5.0,night,17.07559440107296,very_long
30.0,4.7,sandstorms,medium,2,drinks,electric_scooter,1.0,no,metropolitian,34,3,0,5.0,evening,7.546670729116101,medium
32.0,4.9,sandstorms,low,2,meal,scooter,1.0,no,urban,25,3,0,10.0,morning,1.509460397835505,short
37.0,4.6,stormy,low,2,drinks,electric_scooter,0.0,no,metropolitian,23,3,1,15.0,,20.85227088046227,very_long
30.0,4.6,windy,low,2,meal,electric_scooter,0.0,no,metropolitian,29,3,0,5.0,night,7.562317945109334,medium
37.0,4.2,stormy,low,0,meal,motorcycle,1.0,no,urban,22,3,0,10.0,morning,,
20.0,4.8,sunny,jam,0,meal,motorcycle,0.0,no,urban,18,3,0,15.0,evening,20.20729968887068,very_long
20.0,4.9,sandstorms,medium,0,snack,motorcycle,0.0,no,metropolitian,16,3,1,15.0,afternoon,6.037557938329102,medium
