rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
MYSRES04DEL03 ,29.0,4.3,12.3085,76.665808,12.3385,76.695808,2022-03-13,sandstorms,low,0,buffet,motorcycle,1.0,no,urban,17,MYS,13,3,sunday,1,5.0,23.0,night,4.663566689152146,short
KOCRES15DEL02 ,28.0,4.6,10.027364,76.308258,10.077364,76.358258,2022-02-17,cloudy,low,2,meal,scooter,1.0,no,metropolitian,10,KOC,17,2,thursday,0,10.0,22.0,night,7.8025506093777235,medium
JAPRES19DEL01 ,37.0,4.7,26.913726,75.75282,27.023726,75.86282,2022-03-20,cloudy,medium,0,meal,motorcycle,2.0,no,metropolitian,39,JAP,20,3,sunday,1,10.0,17.0,afternoon,16.384351156454095,very_long
COIMBRES03DEL02 ,23.0,4.2,11.025083,77.015393,11.075083,77.065393,2022-04-01,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,27,COIMB,1,4,friday,0,10.0,23.0,night,7.790122649763986,medium
MYSRES06DEL01 ,29.0,4.6,12.323994,76.626167,12.333994,76.636167,2022-03-05,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,16,MYS,5,3,saturday,1,10.0,10.0,morning,1.554506332708861,short
MUMRES16DEL01 ,37.0,4.5,19.120083,72.907385,19.160083,72.947385,2022-03-24,windy,high,1,drinks,motorcycle,0.0,no,urban,28,MUM,24,3,thursday,0,15.0,13.0,afternoon,6.118745338337485,medium
MYSRES16DEL02 ,36.0,4.9,12.316967,76.603067,12.366967,76.653067,2022-03-09,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,15,MYS,9,3,wednesday,0,15.0,23.0,night,7.772343594464245,medium
INDORES09DEL01 ,36.0,4.4,22.725835,75.887648,22.765835,75.927648,2022-03-26,sandstorms,medium,1,buffet,motorcycle,1.0,no,metropolitian,33,INDO,26,3,saturday,1,5.0,15.0,afternoon,6.050486021641428,medium
MUMRES01DEL01 ,33.0,4.3,19.12663,72.829976,19.23663,72.939976,2022-04-04,cloudy,jam,2,buffet,electric_scooter,0.0,yes,,41,MUM,4,4,monday,0,5.0,20.0,evening,16.824549100074805,very_long
HYDRES12DEL03 ,22.0,4.8,17.429585,78.392621,17.489585,78.452621,2022-03-26,windy,medium,1,drinks,scooter,0.0,no,metropolitian,25,HYD,26,3,saturday,1,15.0,18.0,evening,9.220418694558179,medium
HYDRES13DEL03 ,20.0,4.5,17.431477,78.40035,17.521477,78.49035,2022-03-06,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,20,HYD,6,3,sunday,1,10.0,23.0,night,13.830016226508704,long
RANCHIRES010DEL02 ,26.0,5.0,23.354422,85.3329,23.404422,85.3829,2022-03-05,fog,jam,2,snack,motorcycle,1.0,no,metropolitian,23,RANCHI,5,3,saturday,1,10.0,19.0,evening,7.546800541055753,medium
CHENRES04DEL02 ,21.0,4.6,13.02978,80.208812,13.04978,80.228812,2022-03-03,fog,low,1,drinks,motorcycle,0.0,no,metropolitian,19,CHEN,3,3,thursday,0,15.0,9.0,morning,3.104782360921429,short
VADRES11DEL02 ,30.0,4.3,22.308096,73.167753,22.328096,73.187753,2022-03-28,windy,low,0,snack,motorcycle,1.0,no,metropolitian,30,VAD,28,3,monday,0,10.0,10.0,morning,3.0295597395005274,short
INDORES18DEL01 ,33.0,3.6,22.753839,75.897429,22.823839,75.967429,2022-04-04,cloudy,low,2,meal,motorcycle,1.0,no,metropolitian,39,INDO,4,4,monday,0,10.0,22.0,night,10.586817607222981,long
MUMRES16DEL02 ,32.0,4.9,19.120083,72.907385,19.170083,72.957385,2022-03-15,cloudy,low,1,meal,scooter,1.0,no,urban,19,MUM,15,3,tuesday,0,15.0,0.0,,7.648322354566645,medium
PUNERES05DEL01 ,36.0,4.8,18.543626,73.905101,18.613626,73.975101,2022-03-04,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,25,PUNE,4,3,friday,0,10.0,22.0,night,10.724750462255022,long
COIMBRES11DEL01 ,33.0,4.7,11.001753,76.986241,11.111753,77.096241,2022-03-06,sunny,medium,1,buffet,scooter,0.0,no,metropolitian,29,COIMB,6,3,sunday,1,15.0,17.0,afternoon,17.138077427627866,very_long
CHENRES13DEL01 ,27.0,4.7,13.027018,80.254791,13.067018,80.294791,2022-04-01,sunny,medium,1,drinks,scooter,0.0,no,metropolitian,18,CHEN,1,4,friday,0,10.0,15.0,afternoon,6.209476177667662,medium
KOCRES16DEL01 ,28.0,4.6,10.003064,76.307589,10.113064,76.417589,2022-02-14,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,35,KOC,14,2,monday,0,15.0,19.0,evening,17.16546112121529,very_long
COIMBRES05DEL03 ,35.0,4.5,11.022169,76.999594,11.082169,77.059594,2022-03-07,fog,medium,2,drinks,motorcycle,0.0,no,urban,17,COIMB,7,3,monday,0,15.0,17.0,afternoon,9.348114492434787,medium
DEHRES15DEL02 ,,,,,,,2022-02-15,,,3,buffet,bicycle,0.0,no,metropolitian,33,DEH,15,2,tuesday,0,,,,,
COIMBRES010DEL02 ,29.0,4.4,11.003008,76.97544,11.133009,77.10544,2022-03-02,fog,jam,2,meal,scooter,1.0,no,metropolitian,43,COIMB,2,3,wednesday,0,5.0,21.0,night,20.25378851608599,very_long
PUNERES16DEL02 ,31.0,4.1,18.536718,73.830327,18.556718,73.850327,2022-03-21,windy,low,0,snack,motorcycle,1.0,no,metropolitian,26,PUNE,21,3,monday,0,10.0,8.0,morning,3.0644857806760535,short
SURRES010DEL01 ,20.0,4.7,21.17106,72.789292,21.18106,72.799292,2022-03-30,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,12,SUR,30,3,wednesday,0,15.0,10.0,morning,1.5203682291094078,short
COIMBRES06DEL03 ,20.0,4.7,11.021278,76.995017,11.081278,77.055017,2022-04-05,cloudy,low,0,snack,motorcycle,0.0,no,,16,COIMB,5,4,tuesday,0,10.0,23.0,night,9.348128423503157,medium
BANGRES06DEL01 ,32.0,4.7,12.979096,77.640625,13.049096,77.710625,2022-03-25,fog,jam,0,meal,motorcycle,1.0,yes,metropolitian,45,BANG,25,3,friday,0,10.0,22.0,night,10.86728673513013,long
MUMRES09DEL03 ,25.0,4.9,18.994049,72.825203,19.024049,72.855203,2022-03-26,cloudy,medium,1,buffet,motorcycle,0.0,no,metropolitian,15,MUM,26,3,saturday,1,15.0,19.0,evening,4.590771505102242,short
MYSRES18DEL03 ,20.0,4.7,12.337928,76.617889,12.367928,76.647889,2022-03-30,sunny,low,2,snack,scooter,1.0,no,metropolitian,20,MYS,30,3,wednesday,0,15.0,23.0,night,4.663310851898783,short
MYSRES13DEL01 ,31.0,4.6,12.310972,76.659264,12.420972,76.769264,2022-03-23,sandstorms,jam,1,meal,motorcycle,0.0,no,metropolitian,29,MYS,23,3,wednesday,0,5.0,20.0,evening,17.09838855662463,very_long
CHENRES06DEL01 ,35.0,4.6,13.054347,80.257221,13.094347,80.297221,2022-04-05,sunny,high,1,snack,scooter,0.0,no,metropolitian,15,CHEN,5,4,tuesday,0,5.0,13.0,afternoon,6.209141643213009,medium
MYSRES05DEL01 ,31.0,4.6,12.323978,76.627961,12.393978,76.697961,2022-03-04,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,24,MYS,4,3,friday,0,10.0,23.0,night,10.88093543843387,long
JAPRES04DEL02 ,30.0,4.9,26.902328,75.794257,26.922328,75.814257,2022-04-05,sunny,low,1,meal,scooter,0.0,no,metropolitian,18,JAP,5,4,tuesday,0,5.0,10.0,morning,2.9796333006391293,short
SURRES05DEL03 ,24.0,4.9,21.175104,72.804342,21.205104,72.834342,2022-03-26,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,15,SUR,26,3,saturday,1,5.0,18.0,evening,4.560903158461034,short
INDORES02DEL03 ,29.0,4.5,22.651847,75.881991,22.681847,75.911991,2022-03-30,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,25,INDO,30,3,wednesday,0,15.0,18.0,evening,4.539068203248638,short
CHENRES12DEL03 ,39.0,4.4,12.972793,80.249982,13.062793,80.339982,2022-03-27,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,35,CHEN,27,3,sunday,1,5.0,21.0,night,13.972123977178622,long
KOLRES16DEL02 ,30.0,4.8,22.539129,88.365507,22.619129,88.445507,2022-02-14,stormy,low,0,buffet,motorcycle,1.0,no,urban,26,KOL,14,2,monday,0,10.0,23.0,night,12.107734496942113,long
GOARES02DEL01 ,37.0,,15.585658,73.743606,15.595658,73.753606,2022-02-13,windy,low,0,meal,motorcycle,1.0,no,metropolitian,20,GOA,13,2,sunday,1,5.0,10.0,morning,1.5438752136154865,short
COIMBRES08DEL03 ,21.0,4.9,11.001852,76.976268,11.031852,77.006268,2022-03-05,sandstorms,low,1,buffet,scooter,1.0,no,urban,14,COIMB,5,3,saturday,1,5.0,23.0,night,4.67433301643506,short
SURRES13DEL01 ,36.0,4.7,21.170096,72.789122,21.280096,72.899122,2022-03-12,sandstorms,medium,2,buffet,electric_scooter,0.0,no,metropolitian,25,SUR,12,3,saturday,1,5.0,18.0,evening,16.72146713385881,very_long
RANCHIRES04DEL01 ,34.0,5.0,23.359033,85.325347,23.369033,85.335347,2022-03-19,sunny,low,2,meal,scooter,1.0,no,urban,18,RANCHI,19,3,saturday,1,15.0,10.0,morning,1.5094402621798344,short
VADRES08DEL03 ,29.0,5.0,,,,,2022-03-24,fog,jam,0,snack,motorcycle,1.0,no,urban,25,VAD,24,3,thursday,0,15.0,21.0,night,,
SURRES16DEL02 ,38.0,4.7,21.160437,72.774209,21.180437,72.794209,2022-03-17,fog,low,2,snack,scooter,0.0,no,metropolitian,17,SUR,17,3,thursday,0,5.0,9.0,morning,3.0407902113990954,short
JAPRES17DEL02 ,20.0,4.8,26.892312,75.806896,26.942312,75.856896,2022-04-01,stormy,jam,1,drinks,motorcycle,0.0,,urban,12,JAP,1,4,friday,0,5.0,21.0,night,7.448937379729502,medium
VADRES06DEL01 ,30.0,3.7,22.31279,73.170283,22.42279,73.280283,2022-03-08,sandstorms,jam,2,buffet,motorcycle,1.0,no,metropolitian,32,VAD,8,3,tuesday,0,15.0,19.0,evening,16.659838319169715,very_long
KOCRES09DEL01 ,26.0,4.6,10.000706,76.349516,10.110706,76.459516,2022-02-16,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,20,KOC,16,2,wednesday,0,5.0,22.0,night,17.16552279552974,very_long
LUDHRES05DEL03 ,35.0,4.9,30.905562,75.832841,31.045562,75.972841,2022-02-14,sandstorms,low,0,snack,motorcycle,1.0,no,urban,21,LUDH,14,2,monday,0,10.0,23.0,night,20.505798923463537,very_long
COIMBRES13DEL03 ,36.0,4.8,11.003669,76.976494,11.093669,77.066494,2022-03-14,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,43,COIMB,14,3,monday,0,10.0,20.0,evening,14.022253362357834,long
JAPRES09DEL03 ,35.0,4.9,26.911378,75.789034,26.971378,75.849034,2022-04-01,fog,low,1,meal,motorcycle,1.0,no,metropolitian,17,JAP,1,4,friday,0,15.0,22.0,night,8.937880155829204,medium
COIMBRES16DEL01 ,24.0,4.5,11.010375,76.95295,11.050375,76.99295,2022-03-17,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,17,COIMB,17,3,thursday,0,15.0,16.0,afternoon,6.232303380306801,medium
SURRES11DEL02 ,34.0,4.6,21.157735,72.768778,21.237735,72.848778,2022-03-27,stormy,low,1,buffet,motorcycle,1.0,no,,21,SUR,27,3,sunday,1,15.0,22.0,night,12.162115707005645,long
INDORES12DEL02 ,28.0,5.0,22.74806,75.8934,22.87806,76.0234,2022-03-20,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,15,INDO,20,3,sunday,1,10.0,17.0,afternoon,19.65962528368427,very_long
GOARES06DEL01 ,32.0,4.4,15.56155,73.749092,15.67155,73.859092,2022-02-12,windy,jam,2,meal,scooter,0.0,no,urban,40,GOA,12,2,saturday,1,15.0,21.0,night,16.981594342110476,very_long
CHENRES20DEL03 ,38.0,4.9,12.975996,80.221898,13.005996,80.251898,2022-03-30,sunny,jam,2,meal,scooter,1.0,no,metropolitian,24,CHEN,30,3,wednesday,0,5.0,19.0,evening,4.657619913371798,short
MUMRES19DEL02 ,30.0,4.8,19.131141,72.813074,19.181141,72.863074,2022-03-03,cloudy,medium,1,snack,motorcycle,1.0,no,metropolitian,16,MUM,3,3,thursday,0,15.0,17.0,afternoon,7.648080628607945,medium
MUMRES11DEL01 ,38.0,4.8,18.994237,72.825553,19.034237,72.865553,2022-03-30,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,47,MUM,30,3,wednesday,0,15.0,13.0,afternoon,6.120938502923837,medium
SURRES03DEL01 ,35.0,4.5,21.186884,72.793616,21.296884,72.903616,2022-03-04,stormy,medium,1,snack,motorcycle,1.0,no,metropolitian,24,SUR,4,3,friday,0,5.0,18.0,evening,16.720582121841456,very_long
INDORES13DEL01 ,29.0,4.0,22.745049,75.892471,22.815049,75.962471,2022-03-23,cloudy,jam,2,snack,scooter,1.0,yes,metropolitian,42,INDO,23,3,wednesday,0,5.0,19.0,evening,10.58713106938149,long
PUNERES08DEL03 ,35.0,4.9,18.53408,73.89852,18.56408,73.92852,2022-04-03,sandstorms,jam,2,snack,electric_scooter,1.0,no,metropolitian,34,PUNE,3,4,sunday,1,15.0,20.0,evening,4.596698554557205,short
SURRES06DEL03 ,38.0,4.6,21.185047,72.80859,21.245047,72.86859,2022-03-19,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,28,SUR,19,3,saturday,1,5.0,22.0,night,9.12108977493757,medium
HYDRES07DEL03 ,34.0,4.1,17.424114,78.347554,17.484114,78.407554,2022-03-07,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,32,HYD,7,3,monday,0,5.0,22.0,night,9.220550607824233,medium
AGRRES08DEL01 ,37.0,4.6,27.160934,78.044095,27.230934,78.114095,2022-02-14,stormy,low,1,snack,motorcycle,0.0,no,metropolitian,22,AGR,14,2,monday,0,15.0,22.0,night,10.417061581463948,long
PUNERES14DEL02 ,38.0,4.9,18.516216,73.842527,18.536216,73.862527,2022-03-09,fog,high,1,snack,scooter,1.0,no,urban,25,PUNE,9,3,wednesday,0,10.0,11.0,morning,3.0646598407974865,short
CHENRES03DEL02 ,28.0,4.9,13.091809,80.219104,13.221809,80.349104,2022-04-02,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,16,CHEN,2,4,saturday,1,10.0,23.0,night,20.176414243687514,very_long
MYSRES14DEL01 ,,,,,,,2022-03-07,sandstorms,high,1,buffet,motorcycle,1.0,no,metropolitian,23,MYS,7,3,monday,0,,,,,
PUNERES13DEL01 ,31.0,4.0,18.56245,73.916619,18.57245,73.926619,2022-04-01,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,23,PUNE,1,4,friday,0,10.0,10.0,morning,1.5321547990764786,short
JAPRES010DEL01 ,24.0,4.6,26.921411,75.793604,26.991411,75.863604,2022-03-06,fog,jam,2,snack,scooter,0.0,no,metropolitian,37,JAP,6,3,sunday,1,15.0,21.0,night,10.426910834184746,long
RANCHIRES03DEL02 ,20.0,4.9,,,,,2022-03-04,fog,low,0,buffet,motorcycle,1.0,no,urban,22,RANCHI,4,3,friday,0,15.0,23.0,night,,
PUNERES08DEL03 ,33.0,4.5,18.53408,73.89852,18.62408,73.98852,2022-03-02,sunny,jam,1,snack,scooter,0.0,no,metropolitian,25,PUNE,2,3,wednesday,0,15.0,19.0,evening,13.788947117364545,long
MUMRES08DEL02 ,37.0,4.6,19.065838,72.832658,19.195838,72.962658,2022-03-02,stormy,medium,0,meal,motorcycle,0.0,no,metropolitian,32,MUM,2,3,wednesday,0,15.0,18.0,evening,19.886444745109216,very_long
MYSRES12DEL03 ,24.0,4.6,12.284747,76.625861,12.374747,76.715861,2022-03-10,sandstorms,jam,2,snack,scooter,0.0,no,metropolitian,17,MYS,10,3,thursday,0,5.0,21.0,night,13.990536544120216,long
BHPRES010DEL02 ,33.0,4.7,23.266261,77.379605,23.286261,77.399605,2022-02-13,fog,high,0,meal,motorcycle,1.0,no,metropolitian,25,BHP,13,2,sunday,1,15.0,11.0,morning,3.0197927162110916,short
INDORES03DEL02 ,29.0,4.6,22.751857,75.866699,22.771857,75.886699,2022-04-03,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,24,INDO,3,4,sunday,1,15.0,8.0,morning,3.025079987314703,short
PUNERES09DEL01 ,37.0,4.6,18.536562,73.896485,18.546562,73.906485,2022-03-11,sandstorms,low,2,buffet,scooter,0.0,no,urban,25,PUNE,11,3,friday,0,5.0,8.0,morning,1.5322647895213353,short
JAPRES01DEL02 ,26.0,4.9,26.90519,75.810753,26.98519,75.890753,2022-03-18,windy,medium,2,meal,motorcycle,1.0,no,metropolitian,21,JAP,18,3,friday,0,15.0,17.0,afternoon,11.916994721599236,long
JAPRES18DEL03 ,34.0,5.0,26.913987,75.752891,26.973987,75.812891,2022-04-01,stormy,medium,1,drinks,scooter,0.0,no,metropolitian,28,JAP,1,4,friday,0,15.0,18.0,evening,8.937788557678179,medium
HYDRES03DEL01 ,28.0,5.0,17.422819,78.449578,17.532819,78.559578,2022-03-16,sunny,jam,2,snack,scooter,1.0,no,metropolitian,24,HYD,16,3,wednesday,0,15.0,19.0,evening,16.9032932130662,very_long
HYDRES08DEL02 ,28.0,4.8,17.438263,78.397865,17.568263,78.527865,2022-03-20,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,24,HYD,20,3,sunday,1,15.0,17.0,afternoon,19.975286862388522,very_long
CHENRES01DEL03 ,21.0,4.7,13.005801,80.250744,13.035801,80.280744,2022-03-01,fog,low,0,meal,motorcycle,0.0,no,metropolitian,17,CHEN,1,3,tuesday,0,15.0,23.0,night,4.65734737800111,short
KNPRES17DEL03 ,26.0,4.6,26.483042,80.317833,26.513042,80.347833,2022-02-17,sandstorms,jam,0,buffet,motorcycle,2.0,no,metropolitian,36,KNP,17,2,thursday,0,15.0,21.0,night,4.476671414526682,short
KNPRES13DEL01 ,23.0,4.9,26.481547,80.299775,26.521547,80.339775,2022-02-11,fog,medium,2,snack,motorcycle,1.0,no,metropolitian,18,KNP,11,2,friday,0,15.0,15.0,afternoon,5.968814211616434,medium
BANGRES15DEL02 ,,,12.975377,77.696664,13.025377,77.746664,2022-03-30,cloudy,low,1,drinks,scooter,0.0,no,urban,11,BANG,30,3,wednesday,0,,,,7.762556904358444,medium
COIMBRES13DEL01 ,36.0,4.9,11.003669,76.976494,11.073669,77.046494,2022-03-08,sandstorms,medium,2,drinks,electric_scooter,1.0,no,metropolitian,29,COIMB,8,3,tuesday,0,5.0,17.0,afternoon,10.906379593113723,long
JAPRES06DEL02 ,37.0,4.6,26.911927,75.797282,27.041927,75.927282,2022-03-12,fog,medium,2,snack,electric_scooter,3.0,no,metropolitian,42,JAP,12,3,saturday,1,15.0,17.0,afternoon,19.3626986679347,very_long
BANGRES12DEL02 ,33.0,4.0,12.939496,77.625999,12.989496,77.675999,2022-03-05,sandstorms,medium,1,buffet,motorcycle,1.0,no,metropolitian,34,BANG,5,3,saturday,1,5.0,17.0,afternoon,7.763102784727143,medium
SURRES03DEL01 ,35.0,4.0,21.186884,72.793616,21.296884,72.903616,2022-03-20,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,34,SUR,20,3,sunday,1,15.0,20.0,evening,16.720582121841456,very_long
VADRES04DEL03 ,27.0,4.8,,,,,2022-04-03,sunny,low,2,meal,scooter,1.0,no,urban,19,VAD,3,4,sunday,1,5.0,23.0,night,,
GOARES12DEL01 ,29.0,4.7,15.516833,73.768172,15.526833,73.778172,2022-02-11,sandstorms,low,1,buffet,motorcycle,1.0,no,metropolitian,18,GOA,11,2,friday,0,5.0,10.0,morning,1.5441237394558012,short
MUMRES16DEL02 ,24.0,4.0,19.120083,72.907385,19.250083,73.037385,2022-04-04,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,35,MUM,4,4,monday,0,10.0,17.0,afternoon,19.88336063154586,very_long
GOARES09DEL02 ,36.0,4.9,15.303897,73.914336,15.323897,73.934336,2022-02-17,stormy,low,1,snack,scooter,1.0,no,metropolitian,26,GOA,17,2,thursday,0,10.0,8.0,morning,3.0897366597022993,short
VADRES06DEL01 ,33.0,4.7,22.31279,73.170283,22.35279,73.210283,2022-03-01,stormy,high,0,meal,motorcycle,1.0,no,metropolitian,30,VAD,1,3,tuesday,0,10.0,14.0,afternoon,6.058825169286296,medium
SURRES03DEL03 ,32.0,4.8,21.186884,72.793616,21.276884,72.883616,2022-03-16,stormy,medium,1,meal,motorcycle,1.0,no,metropolitian,20,SUR,16,3,wednesday,0,10.0,18.0,evening,13.680908173877386,long
KNPRES15DEL01 ,25.0,4.8,26.482419,80.320939,26.552419,80.390939,2022-02-14,sunny,jam,2,buffet,scooter,1.0,no,metropolitian,18,KNP,14,2,monday,0,15.0,22.0,night,10.444782707223743,long
DEHRES16DEL01 ,22.0,4.1,30.342509,78.061187,30.452509,78.171187,2022-02-16,sandstorms,jam,0,drinks,motorcycle,0.0,no,metropolitian,33,DEH,16,2,wednesday,0,10.0,20.0,evening,16.15276300944043,very_long
DEHRES11DEL02 ,22.0,5.0,,,,,2022-02-18,cloudy,medium,1,meal,motorcycle,1.0,no,urban,27,DEH,18,2,friday,0,15.0,18.0,evening,,
VADRES05DEL02 ,24.0,3.5,22.310526,73.170937,22.360526,73.220937,2022-03-17,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,43,VAD,17,3,thursday,0,5.0,21.0,night,7.573462889023675,medium
AGRRES06DEL01 ,29.0,4.5,,,,,2022-02-11,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,21,AGR,11,2,friday,0,10.0,9.0,morning,,
VADRES07DEL01 ,32.0,4.9,,,,,2022-03-03,cloudy,low,0,snack,motorcycle,0.0,no,urban,20,VAD,3,3,thursday,0,15.0,9.0,morning,,
VADRES08DEL02 ,30.0,4.6,,,,,2022-04-01,stormy,low,1,meal,scooter,1.0,no,metropolitian,28,VAD,1,4,friday,0,15.0,8.0,morning,,
BANGRES06DEL02 ,24.0,4.8,12.979096,77.640625,12.999096,77.660625,2022-03-05,windy,low,2,drinks,motorcycle,0.0,no,metropolitian,10,BANG,5,3,saturday,1,15.0,8.0,morning,3.105091522701049,short
CHENRES03DEL01 ,27.0,4.6,13.091809,80.219104,13.201809,80.329104,2022-04-02,stormy,medium,0,snack,motorcycle,1.0,no,urban,35,CHEN,2,4,saturday,1,15.0,18.0,evening,17.07269000033606,very_long
INDORES09DEL03 ,26.0,4.9,22.725835,75.887648,22.785835,75.947648,2022-04-01,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,INDO,1,4,friday,0,5.0,19.0,evening,9.075423573606574,medium
ALHRES09DEL02 ,21.0,4.7,,,,,2022-02-13,fog,high,1,meal,motorcycle,1.0,no,metropolitian,21,ALH,13,2,sunday,1,10.0,11.0,morning,,
CHENRES04DEL02 ,32.0,4.5,13.02978,80.208812,13.07978,80.258812,2022-03-07,sunny,jam,1,drinks,motorcycle,0.0,no,urban,20,CHEN,7,3,monday,0,15.0,21.0,night,7.761726486394523,medium
SURRES01DEL03 ,24.0,4.5,21.186438,72.794115,21.276438,72.884115,2022-03-31,sunny,low,2,buffet,scooter,1.0,no,metropolitian,28,SUR,31,3,thursday,0,10.0,22.0,night,13.680927409309072,long
KNPRES02DEL03 ,31.0,4.9,26.471617,80.313564,26.611617,80.453564,2022-02-14,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,22,KNP,14,2,monday,0,15.0,23.0,night,20.8876039640118,very_long
RANCHIRES05DEL02 ,23.0,4.4,23.355164,85.324097,23.375164,85.344097,2022-04-03,sandstorms,low,0,drinks,motorcycle,,no,metropolitian,17,RANCHI,3,4,sunday,1,10.0,9.0,morning,3.0188687420087144,short
PUNERES05DEL02 ,20.0,4.8,18.543626,73.905101,18.623626,73.985101,2022-03-29,stormy,medium,1,buffet,scooter,1.0,no,metropolitian,28,PUNE,29,3,tuesday,0,15.0,18.0,evening,12.256687342592269,long
PUNERES09DEL01 ,23.0,3.9,18.536562,73.896485,18.576562,73.936485,2022-03-24,sunny,high,0,drinks,motorcycle,1.0,no,metropolitian,40,PUNE,24,3,thursday,0,15.0,14.0,afternoon,6.128804224238059,medium
VADRES010DEL02 ,32.0,4.9,22.310329,73.169083,22.360329,73.219083,2022-03-28,sunny,low,1,buffet,motorcycle,0.0,no,metropolitian,16,VAD,28,3,monday,0,10.0,22.0,night,7.573467821949914,medium
AGRRES03DEL01 ,20.0,4.3,27.160832,78.011608,27.170832,78.021608,2022-02-13,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,20,AGR,13,2,sunday,1,15.0,8.0,morning,1.4883291030438521,short
MUMRES15DEL01 ,22.0,5.0,19.176269,72.836721,19.216269,72.876721,2022-04-01,sandstorms,high,1,meal,scooter,1.0,no,metropolitian,27,MUM,1,4,friday,0,10.0,14.0,afternoon,6.117761953594232,medium
CHENRES15DEL03 ,20.0,4.7,13.026286,80.275235,13.056286,80.305235,2022-03-07,fog,jam,1,meal,scooter,1.0,no,metropolitian,21,CHEN,7,3,monday,0,10.0,21.0,night,4.657159718107683,short
INDORES19DEL02 ,38.0,4.6,22.745536,75.893106,22.875536,76.023106,2022-03-14,fog,low,0,buffet,motorcycle,2.0,yes,metropolitian,43,INDO,14,3,monday,0,15.0,22.0,night,19.659792615101523,very_long
KNPRES02DEL02 ,28.0,5.0,26.471617,80.313564,26.521617,80.363564,2022-02-11,sunny,medium,2,meal,electric_scooter,1.0,no,metropolitian,17,KNP,11,2,friday,0,5.0,17.0,afternoon,7.46116003515005,medium
INDORES06DEL03 ,37.0,4.2,22.728163,75.884212,22.788163,75.944212,2022-03-19,cloudy,jam,0,drinks,motorcycle,0.0,no,metropolitian,34,INDO,19,3,saturday,1,5.0,20.0,evening,9.075352487619899,medium
VADRES010DEL01 ,36.0,4.9,22.310329,73.169083,22.350329,73.209083,2022-03-09,fog,medium,1,meal,motorcycle,1.0,no,metropolitian,15,VAD,9,3,wednesday,0,15.0,15.0,afternoon,6.058874461145507,medium
VADRES13DEL02 ,34.0,4.6,22.310237,73.158921,22.440237,73.288921,2022-03-29,sandstorms,jam,0,drinks,motorcycle,0.0,no,metropolitian,44,VAD,29,3,tuesday,0,15.0,21.0,night,19.68841340777118,very_long
MUMRES08DEL03 ,31.0,4.6,19.065838,72.832658,19.095838,72.862658,2022-03-03,windy,medium,1,meal,scooter,1.0,no,metropolitian,28,MUM,3,3,thursday,0,5.0,18.0,evening,4.589834614418373,short
BANGRES19DEL02 ,27.0,4.9,12.914264,77.6784,13.044264,77.8084,2022-03-06,fog,jam,0,snack,motorcycle,0.0,no,metropolitian,40,BANG,6,3,sunday,1,5.0,19.0,evening,20.183481365845186,very_long
RANCHIRES19DEL03 ,24.0,4.8,23.333017,85.3172,23.393017,85.3772,2022-04-03,cloudy,low,2,buffet,electric_scooter,0.0,no,metropolitian,16,RANCHI,3,4,sunday,1,10.0,23.0,night,9.056672984546829,medium
JAPRES14DEL03 ,20.0,4.7,26.88842,75.800689,26.94842,75.860689,2022-03-30,windy,jam,2,snack,motorcycle,1.0,no,metropolitian,27,JAP,30,3,wednesday,0,10.0,21.0,night,8.938685874463816,medium
